ID,Probable_cause
MAB1611.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of ATB Lucia/Caribbean, assisted by tugboat William S, with multiple barges at the Stone Oil Distributor facility was the decision by the mate on the William S to not fully execute the navigational commands provided to him."
MAB1625.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard towing vessel San Gabriel was an electrical anomaly related to the lavatory exhaust fan located directly above combustible materials. Contributing to the extent of the damage was the captain��s excessive delay in requesting shoreside assistance.   Inspection of Towing Vessels On June 20, 2016, the Coast Guard issued a final rule, ��Inspection of Towing Vessels; Subchapter M,�� that included regulations designed to prevent incidents similar to the fire and damage incurred aboard the San Gabriel.These regulations included Title 46 Code of Federal Regulations: ? �� 142.215(a) requiring the Commandant of the Coast Guard to approve hand-portable fire extinguishers, semi-portable fire extinguishing systems, and fixed-fire extinguishing systems. ? �� 142.245(a) requiring that all crewmembers must specifically know how to fight a fire in the engine room, operate all fire extinguishing equipment, and seal all natural openings to a space to prevent leakage of the extinguishing agent."
MAB1626.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of the fishing vessel Day Island was the captain falling asleep while operating it due to the effects of his acute fatigue. Contributing to the grounding was the captain��s use of medication that may have been sedating.
MAB1701.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of bulk carrier Aris T with tank barge WTC 3019, towing vessel Pedernales, and shoreside structures was the failure of the pilot on the Aris T to take early and effective action to mitigate the risk presented by the developing upriver traffic situation, and the distraction of the captain on the Loretta G. Cenac from safety-critical navigational functions as a result of his cell phone use."
MAB1702.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of the Crimson Gem tow with the moored bulk carrier Yangtze Ambition was the Crimson Gem pilot��s ineffective maneuvering for the prevailing current in a river bend.
MAB1703.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the Manizales and the Zen-Noh Grain Pegasus was the decision by the New Orleans-Baton Rouge Pilots Association to assign the Manizales to the Belmont Anchorage during high-water conditions with three other vessels already anchored in the area.    Anchoring in High-Water Conditions As this accident illustrates and historical information confirms, the risk of dragging anchor is substantially increased during periods of high water and strong currents. Mariners should adhere to Coast Guard advisories and pilot association guidance for the prevailing conditions and be able to respond effectively to an anchor-dragging situation. Mariners should consider measures such as increasing the scope of anchor chains, stationing navigation and engineering watches, keeping propulsion and steering systems at the ready, and retaining a pilot on board."
MAB1704.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the capsizing and sinking of the towing vessel Ricky J Leboeuf was the relief captain��s ill-advised decision to perform a downstreaming maneuver in high water conditions without implementing the operating company��s risk mitigation strategies or other safeguards.
MAB1705.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the sinking of the Orin C was the structural failure of the disabled vessel��s wooden hull and subsequent flooding of the vessel while being towed in adverse conditions. Recommendations As a result of its investigation, the National Transportation Safety Board makes the following recommendations to the US Coast Guard: 1. Ensure that, at all times, at least one crewmember on board each type of response boat is adequately trained in the types of medical emergencies expected in a marine environment and qualified in the use of all first-aid and/or trauma equipment carried on board. (M-17-6)  2. Develop a standard for the contents of First-Aid and Trauma (FAT) kits for each type of Coast Guard response vessel. (M-17-7)"
MAB1706.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the Carnival Pride��s allision with the pier and elevated passenger embarkation walkway was the staff captain��s errors during the docking maneuver�Dapproaching the pier with excessive speed and at too steep of an angle�Dand the captain��s insufficient oversight during the maneuver.
MAB1708.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of bulk carrier Sparna was the failure of the pilot and the bridge team to monitor the helmsman��s response to the pilot��s rudder orders.   Monitoring Rudder Order Response Bridge team members should always monitor the helmsman��s response to a rudder order for correct angle and direction of movement. If an error is detected, or if there is confusion about the order given, a correction or clarification should follow. The presence of a pilot on the bridge does not relieve the other bridge team members of their duty to actively monitor the vessel��s position."
