ID,Probable_cause
MAB2032.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the Dixie Delight and subsequent fire at Dock B was a fire of unknown source, originating aboard the Dixie Delight in the vicinity of the vessel��s electrical panel. Contributing to the severity of the fire and loss of life were the County and marina��s limited fire safety practices.    Marina Fire Safety The close proximity of vessels in marinas can cause fires to spread quickly, preventing evacuation. Marina owners should assess their own operations, consult relevant fire safety guidance, and review fire plans in concert with local fire departments. Marina boat owners should familiarize themselves with their marina��s fire plan and review their vessels�� potential fire hazards and firefighting equipment."
MAB2038.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact with the Rock Island Railroad Bridge protection cell by the William C and tow was the pilot��s inability to correct the tow��s position after completing the transit through the previous bridge, in part due to the higher-than-average current speed."
MAB2104.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the towing vessel City of Cleveland was the catastrophic failure and crankcase breach of the port main engine resulting from the failure of a connecting rod assembly. Contributing to the severity of damage to the vessel was the lack of a fixed fire-extinguishing system for the engine room, as well as the loss of electrical power to the single fire pump.    Engine Room Fires Engine rooms contain multiple fuel and ignition sources, making the spaces especially vulnerable to rapidly spreading fires. Designers and operators of towing vessels should evaluate fire hazards and provide effective means to mitigate them. Operators should have equipment and procedures in place to quickly contain and suppress engine room fires before they can spread to other spaces and/or cause a loss of propulsion and electrical power."
MAB2105.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Cooperative Spirit tow with a pier of the Hale Boggs Memorial Bridge was the pilot not effectively compensating for the strong current while navigating a turn and approaching the bridge in high-water conditions.
MAB2107.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the flooding of the towing vessel Alton St. Amant was the absence of shipyard pre-inspection and monitoring procedures for water transfer, which resulted in potable water tanks overflowing through their open access hatches during an unmonitored transfer."
MAB2109.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collapse of container stacks onboard the barge Ho��omaka Hou towed by the Hoku Loa was the company not providing the barge team with an initial barge load plan, as well as inadequate procedures for monitoring stack weights, which led to undetected reverse stratification of container stacks that subjected the stacks�� securing arrangements to increased forces while in transit at sea.   Sufficiency of Container-Securing Arrangements on Barges It is important for cargo planners to have tools, such as stow plans and calculations, to assist with determining proper stowage and the sufficiency of securing arrangements for containers stacked on barges. These tools should address the potential that container stacks may be stacked in a reverse stratified manner."
MAB2110.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact between the Atlantic Huron and the west center pier at Soo Locks was not following the manufacturer��s requirement to use thread-locking fluid during installation of the feedback ring locking pin set screw on the vessel��s controllable pitch propeller system, which led to the failure of the controllable pitch propeller��s oil distribution box.     Loss of Propulsion Control Procedures Loss of propulsion control in a critical phase of operation demands crewmembers act quickly to mitigate potential accidents. Part of a safety management system should address potential emergency shipboard situations, including loss of propulsion, collision, and contact, and establish ways to respond to them. Due to their unique blade control, vessels with controllable pitch propellers should have specific procedures for loss of engine and loss of pitch control. These emergency procedures should be well understood and practiced by crewmembers both on the bridge and in the engine room."
MAB2111.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the dive support vessel Iron Maiden was an electrical short from an unidentified source located on the forward bulkhead within the generator room. Contributing to the undetected propagation of the fire was the lack of continuous monitoring of the vessel while it was docked at the shipyard.  Continuous Monitoring of Inactive Vessels Fire and flooding are risks for both crewed and unattended vessels. To protect personnel, property, and the environment, it is good marine practice for owners, operators, and shipyard managers to coordinate and implement some form of continuous monitoring for vessels undergoing maintenance in a shipyard, in lay-up, or in some other inactive period without regular crews aboard. Continuous monitoring can consist of scheduled security rounds and/or active monitoring with sensing and alarm systems."
MAB2112.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the flooding and sinking of the fishing vessel Rebecca Mary was undetected flooding of the lazarette, likely through a non-watertight raised hatch."
MAB2113.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the towing vessel Old Glory and barge Cole with the Peter P. Cobb Memorial Bridge protective fendering was an inadequate navigational assessment that did not identify the risk of strong cross-currents in the area of the bridge transit.  Familiarization with Local Information The Coast Pilot and navigational charts are valuable sources to mariners that contain amplifying information on local conditions such as tides and currents, channel characteristics, and bridge descriptions. It is important to check the Coast Pilot and charts when developing voyage plans to improve knowledge of an area and prepare for a safe passage."
MAB2115.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the Nomadic Milde and Atlantic Venus was the bridge team on the Nomadic Milde not effectively monitoring the vessel��s position and therefore not detecting that the vessel was dragging anchor and had moved from its original position during high-water conditions in proximity to other vessels.
MAB2116.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of the Cooperative Spirit and RC Creppel tows was the two pilots�� insufficient radio communication before meeting in a bend and not broadcasting accurate AIS information regarding tow size.     Communication When Meeting in a Bend When meeting or overtaking a vessel in a bend, especially where high-water conditions can increase the risk of a collision, early and effective communication is critical to ensuring a successful meeting. The use of VHF radio can help to dispel assumptions and provide bridge teams and towing vessel operators with the information needed to better assess each vessel��s intentions. Updating the Overall Dimensions of a Tow in AIS The NTSB has previously noted the importance of ensuring that vessels engaged in towing operations broadcast accurate AIS information regarding tow size. The overall dimensions of a vessel and its tow may change significantly with each transit. For vessels towing ahead or alongside, the dimensions in AIS should reflect the overall rectangular area of the vessel and its tow. Consistently entering the complete dimensions of a tow configuration into AIS for each transit helps to alleviate possible misinterpretation and thus enhances the situational awareness of all waterway users."
MAB2118.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the breakaway of the containership CMA CGM Bianca from the Napoleon Avenue Container Terminal wharf and the ensuing equipment damage was the sudden onset of unforecasted severe winds likely originating from the outflow of a thunderstorm-generated downburst.
