ID,Probable_cause
MAB1737.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the tugboat Cerro Santiago and the US Coast Guard cutter Tampa was the failure of the master of the Cerro Santiago to maintain a vigilant watch due to fatigue. BY THE NATIONAL TRANSPORTATION SAFETY BOARD ROBERT L. SUMWALT III CHRISTOPHER A. HART Chairman Member  EARL F. WEENER  Member  T. BELLA DINH-ZARR  Member Adopted: November 20, 2017"
MAB1803.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of the St. Dominick was the captain’s failure to monitor the vessel’s track as a result of his fatigue due to an accumulated sleep deficit. Contributing to the accident was the nature of the derby-style fishing that the St. Dominick was engaged in and the captain’s failure to properly set the bridge watch alarm.
MAB1807.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the fire on board the vehicle carrier Honor was a fault in the starter motor solenoid in one of the personally owned vehicles being transported in the vessel’s cargo space.
MAB1808.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire aboard the Alliance St. Louis was improper tightening of a pipe plug on the top cover of the no. 6 cylinder fuel pump housing, which resulted in a high-pressure release of marine gas oil. Contributing to the fire was the improper attachment of a fuel spray shield to the top cover, which allowed fuel to spray directly onto the cylinder’s hot exhaust pipe and ignite."
MAB1809.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the Steve Plummer tow’s allision with the CSX Railroad Bridge was the pilot’s decision to tow three loaded barges during rising river conditions with swift currents, which overwhelmed his ability to maneuver the tow through the bridge."
MAB1810.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of crane barge Troy McKinney striking and damaging overhead power lines was its insufficient mooring arrangement, which did not prevent the barge from excessive movement and breaking away."
MAB1811.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision and sinking of the uninspected towing vessel Todd Brown was the pilot’s underestimation of the effect of the river current on the barge string being maneuvered during a de-drifting operation.
MAB1812.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the towing accident involving Coast Guard response boat CG 29113 and an adrift Vanguard sailboat was the challenging circumstances during a stern-to-stern tow in deteriorating weather conditions, which fouled the CG 29113’s propellers and caused a loss of propulsion. Contributing to the accident was the dilapidated state of the sailboat, which complicated the attempt to tow the vessel, which subsequently sank."
MAB1813.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding and subsequent sinking of the Southern Bell was the captain’s decision to leave the wheelhouse unattended while still making way as the vessel approached the entrance channel to Sabine Pass.
MAB1815.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding and subsequent sinking of the Eric Haney was the pilot’s failure to identify a charted navigation hazard (erosion-control dike) during towing operations.    Identifying Navigation Hazards Mariners using electronic chart systems (ECS) should be aware that aids to navigation, hazards, and other map features may not be represented on the displays at certain range scales. Mariners should use appropriate range scales for their routes on ECS displays to identify potential hazards while navigating."
MAB1816.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the uninspected sailing vessel Best Revenge 5 and on its pier was an electrical fault in an accommodation space on the vessel.  At top, the hole resulting from the fire on the port side at the aft guest lavatory. At bottom, the shore power pedestal, cable, and portions of the dock planking where the pedestal caught fire, which was re-created for examination."
MAB1817.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the allision of the James H Hunter tow with the dock and fire boat was the practice of using single barge couplings in high-water conditions, which resulted in the parting of a steering coupling after rudder input to counteract the strong current.    Precautions to Consider During High-Water Conditions In high-water conditions, which often include strong currents, precautions should be taken to mitigate the risk of losing the tow. Examples of mitigating measures include doubling up on couplings and/or reducing the length of the tow."
MAB1818.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the flooding and sinking of the fishing vessel Lady Damaris was the captain’s decision to continue to operate with a known hull leak.
