ID,Probable_cause
MAB1903.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the flooding and sinking of the towing vessel Ms Nancy C was inadequate maintenance of the vessel by Chocktaw Transportation Company, resulting in corrosion and the loss of watertight integrity on the main deck, which allowed uncontrolled water ingress into the vessel’s stern voids."
MAB1904.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the damage to fishing vessel Progress was an encounter with a considerably larger wave than those the vessel had been experiencing while hove to in gale-force conditions.
MAB1905.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire and sinking of fishing vessel Ole Betts Sea was a mechanical failure of the generator’s diesel engine, which led to a fuel-fed fire that burned out of control.     Remote Fuel Oil and Lube Oil Cut-Offs Following the initiation of an engine room fire, it is imperative to remove the source of available fuel to the fire found in the fuel oil and lube oil systems. In this accident, the vessel had no remote emergency cut-off valves for fuel and lube oil systems outside the engine room, and thus fuel to the fire could not be stopped and the vessel was eventually consumed by the flames. Vessel designers, builders, owners, and operators are encouraged to install, regularly test, and have emergency drills that incorporate remote cut-off valves for fuel and lube oil lines."
MAB1906.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire aboard fishing vessel Cape Cod was an undetermined electrical ignition source near electrical distribution cabling in the lower engine room.
MAB1908.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of the bulk carrier Yochow with the tank barge of the articulated tug and barge OSG Independence/OSG 243 was the mate’s failure to effectively monitor the helmsman, contrary to the principles of good bridge resource management. Contributing to the accident was the lack of company and shipboard oversight to ensure crewmembers adhered to work/rest guidelines, resulting in fatigue of the helmsman.    Managing Fatigue Fatigue impacts every aspect of human performance, including decision-making, reaction time, and comprehension, all of which affect seafarers’ ability to safely navigate. Having fatigued crewmembers in critical positions when navigating a busy channel increases the probability of errors that lead to incidents. Companies should include fatigue management procedures in their safety management systems and ensure compliance with applicable work/rest requirements."
MAB1909.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard cargo vessel Chipolbrok Moon was the crew’s lack of adherence to the company’s safety management system and the marine chemist’s instructions pertaining to hotwork precautions, which allowed sparks and slag to fall through unprotected gaps between the removable decking pontoons and ignite the dust-protective covering of the transmission hubs.  Fire Protection and Port Notification Before conducting hotwork, it is critical to evaluate work areas for fire hazards to ensure that adequate protection is in place. In addition, notifying shoreside authorities both before conducting hotwork and in the event of a fire allows port authorities to properly prepare and respond more rapidly."
MAB1910.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire on board the Leland Speakes was a catastrophic failure and crankcase breach of the port main engine resulting from failure of the caps that secured two piston connecting rods to the crankshaft. Contributing to the severity of the fire was the vessel’s lack of a fixed fire-extinguishing system for the engine room and lack of redundant fire pumps.
MAB1911.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the barge breakaway at the Jacks Run fleeting area and the barges’ contact with the Emsworth Locks and Dams was the failure of the fleeting area owner, Allegheny County Sanitary Authority, and the operator, Industry Terminal and Salvage Company, to maintain the area’s mooring cells and prevent shoaling, which resulted in inadequate mooring arrangements during highwater and ice conditions. Contributing to the accident was the Army Corps of Engineers and Coast Guard’s lack of resources and authority to effectively inspect fleeting areas and ensure that they are maintained."
MAB1912.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the anchor contact of articulated tug and barge Clyde S VanEnkevort/Erie Trader with underwater electricity transmission cables and oil pipelines was the failure of the anchor detail to secure the barge’s starboard anchor, and the improper adjustment of the anchor brake band after the engineering crew replaced the brake liner, the combination of which allowed the anchor and chain to pay out under way."
MAB1913.pdf,Probable Cause The NTSB determines that the probable cause of the capsizing and sinking of the Natalie Jean was the company’s decision to place an inadequately vetted pilot on board the vessel who did not have previous experience operating the Natalie Jean.
MAB1914.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of bulk carrier Shandong Fu En with the Ergon-St. James Terminal wharf was the fatigued pilot’s misjudgment of a downstream turning maneuver during high-water conditions.    Mitigating Risk of Fatigue during High-Water Conditions Pilot organizations have recognized that even for experienced pilots, fatigue can degrade performance especially in challenging conditions aboard deep-draft vessels. Since the accident, the NOBRA Board of Examiners instituted new procedures to mitigate the risk associated with operating deep-draft vessels in high-water conditions on the Mississippi River. These procedures include increasing the sleep opportunity for pilots by 1) lengthening the time between turns from 8 to 12 hours, and 2) reducing the work hours for attended moored vessels from 8 to a maximum of 6 hours per shift. They also include limiting pilot transits and mooring operations to daylight hours."
MAB1915.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Steve Richoux tow with the Mardi Gras World pier was a loss of steering control due to a recurring yet unreported problem with the vessel’s steering system. Labeling of Alarms Accurate labeling of alarms pertaining to critical machinery and essential systems is crucial so that vessel operators understand the nature of problems or failures. Quickly understanding what specific condition exists allows crewmembers and/or the operating company to take timely and appropriate action to mitigate or correct the condition.
MAB1916.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard fishing vessel Hit List was the failure of a hydraulic hose fitting that sprayed pressurized hydraulic oil onto the engine, eventually causing the oil to ignite. Contributing to the sinking was water applied during firefighting efforts and flooding through the rubber engine exhaust tubing, which the fire burned through."
MAB1917.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the fishing vessel Polaris and the tanker Tofteviken was the failure to maintain a proper lookout by the mate on the fishing vessel and the failure to identify the risk of collision by the third mate on the tanker.   Proper Lookout Non-navigational routines should never interfere with the primary task of a watchstander or a bridge team member to maintain a proper lookout. Should performance of another task or duty be necessary, an extra lookout should be posted. Early Communication Early communication can be an effective measure in averting close quarters situations. The use of VHF radio can help to dispel assumptions and provide operators with the information needed to better assess each vessel’s intentions."
MAB1918.pdf,Probable Cause The National Transportation Safety Board determines that the fire aboard the fish tender Logger likely originated in the engine room from an unknown source.
MAB1919.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the cutter suction dredge Jonathon King Boyd was RLB Contracting’s failure to inform the crew about utilities in the area due to ineffective oversight, which led to dropping a spud onto a buried submarine pipeline, causing natural gas to release and ignite."
MAB1920.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the boom failure aboard the crane barge Atlantic Giant II was the decision by South Coast Maritime and SteelCoast to continue with a lift that exceeded the planned weight without conducting additional risk assessments for the continuation of work as the crane neared its maximum capacity.  Dynamic Risk Assessment Unplanned changes to work plans can move operations incrementally toward states of higher risk. Dynamic risk assessment requires that work stop when new hazards are identified, the situation is evaluated, and action is taken to control the added risks. Vessel operators should ensure crews at all levels of the organization have the authority and/or obligation to stop work when such hazards are identified."
MAB1921.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the fishing vessel Master D was leaking lube oil from the diesel generator that contacted a hot engine surface and ignited. Contributing to the eventual sinking was the failure of fire-damaged nonmetallic hoses connected to through-hull fittings below the waterline.
MAB1922.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between sport-fishing vessel Got ‘M On and commercial fishing vessel Lady Toni was the failure of the Lady Toni captain to take appropriate action to avoid the collision, and the Got ‘M On captain’s failure to safely operate his vessel by leaving the bridge unattended."
MAB1923.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the capsizing of fish tender Pacific Knight was the captain’s inadequate assessment of the vessel’s stability and the risks related to vessel modifications, slack water in the tanks, and overloading of the vessel."
MAB1924.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the fishing vessel Rose Marie was arcing of an electrical wire in the engine room overhead igniting a wooden cable trunk. Contributing to the severity of the damage was the installation of a trunk that compromised the steel boundary of the engine room, allowing the flames to spread to the combustible materials in the upper decks.  Securing Ventilation and Openings When Using Throwable Aerosol Fire Extinguishers Grenade-type aerosol fire extinguishers were used to fight engine room fires in this accident and an earlier fire on the fishing vessel Logger—but did not extinguish the fire in either accident. In both cases, the crews did not close all openings, such as engine room doors and other ventilation, thus reducing the effectiveness of the extinguisher. When using such devices or designing any vessel space for the prevention of fires, vessel owners and operators should identify openings, provide means to ensure they can be properly secured in order to contain a fire, and train crewmembers on how to secure them during a fire emergency."
MAB1925.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of the fishing vessel Capt. M&M was the failure of the wheelhouse watchstander to keep a proper navigation watch. Contributing to the sinking was a modification to the watertight collision bulkhead that allowed progressive flooding.  Proper Navigation The safety of a vessel under way depends on awareness of the vessel’s position and adherence to a voyage plan. Good seamanship requires correlating information from all means of navigation, including satellite, radar, and visual aids to navigation. Fishing vessel masters should ensure crewmembers navigating the vessel are familiar with electronic charting systems. Watertight Subdivision Collision bulkheads—the first transverse watertight bulkhead aft of a vessel’s stem— are designed to prevent progressive flooding when the bow is compromised in a collision. Cutting holes in these bulkheads for ease of access to adjacent spaces defeats the designed intent of the bulkhead. Vessel owners, operators, and crews should ensure the integrity of their vessels’ watertight subdivision is maintained."
MAB1926.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the sinking of barge PTC 598 was flooding of the barge’s voids through improperly secured manhole covers due to the charterer’s failure to ensure adherence to its procedures for barge watertight integrity and draft limits.
MAB1927.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the overturning of the elevated liftboat Ram XVIII was the industry practice of not regularly providing liftboat operators with adequate information about the seafloor composition, which resulted in the instability of the port leg due to unidentified conditions/hazards in seabed composition near the port leg landing site.  Seafloor Hazards in Liftboat Operations Seafloor conditions, including can holes; bottom changes due to storm passages; proximity to major rivers; and soil composition can pose significant hazards to safe liftboat operations. Operators should use all available information in selecting sites to land out legs. Leaseholders should provide and liftboat operators should request all necessary information for safe operations, including, but not limited to, soil analysis, penetration history for the site, and/or core samples, before commencing jack up operations."
MAB1928.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire on board the towing vessel Jacob Kyle Rusthoven was an engine lube oil leak that ignited off a hot surface near the starboard main engine turbocharger. Contributing to the severity of the fire was the lack of crew measures to activate the engine fuel supply shutoffs and secure open doors ventilating the engine room.
MAB1929.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the Carnival Horizon’s contact with Pier 90 was the ineffective interaction and communication between the master and the docking pilot who were maneuvering the vessel, and the bridge team’s ineffective oversight of the docking maneuver. Contributing was the placement of the third officer in a location without view of the bow to monitor the close approach to Pier 90."
