ID,Probable_cause
MAB1825.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire aboard the towing vessel George King was the ignition of oil spraying from the pressurized lube oil strainer on the port main diesel engine. Contributing to the severity of the fire was the fixed-open engine room ventilation system and the inability of the crew to close all engine room windows and doors, which allowed the fire to spread and would have limited the effectiveness of the halon fixed firefighting system had it been activated."
MAB2001.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Bettye M. Jenkins tow with the Bunge grain facility was the captain��s decision to attempt to pass ahead of an upbound tow while crossing a river in strong current during high-water conditions.   High-River Current Operations Extreme high current poses unique hazards for vessels working on and/or transiting inland rivers. Mariners should thoroughly assess the impact of high current on all aspects of operations, including securing barges, passage planning, and boat handling."
MAB2002.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the towing vessel Lindberg Crosby contacting a pier column of the Interstate 10 bridge was the undetected loss of starboard engine directional control due to a separation of the control system mechanical linkage to the pneumatic gear clutch, resulting in the engine not shifting in response to the operator��s commands.    Ensuring Jam Nuts and Locking Devices are Secured Many vessels use mechanical linkages to transmit control commands to critical machinery. Operators of vessels using adjustable linkages that include jam nuts, locking nuts, or other devices should frequently examine the position of the nuts on shafts to verify their security and develop procedures to effectively ensure critical control system components are included in preventative maintenance programs. Component and control system manufacturers should provide guidance/options for passively securing jam nuts, such as locking wire, locking washers, securing tabs, thread-locking insert materials, thread-locking fluid, or other means."
MAB2003.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of the heavy lift vessel Hawk with a docked barge and the destroyer Delbert D Black was the speed at which the conning pilot was operating the Hawk while attempting to turn and anchor in a shipyard basin.
MAB2004.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the cruise ship Norwegian Epic with San Juan Cruise Port Pier 3 was a lack of communication and coordination between the master and pilot, which resulted in a poorly executed docking maneuver."
MAB2006.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the tows of the towing vessels Miss Dixie and D.& R. Boney was the lack of an effective maintenance program aboard the Miss Dixie, resulting in excessive and undetected wear of the port clutch, which compromised the vessel��s maneuverability.  Inspection of Propulsion System Clutch Assemblies Owners and operators should ensure that all critical equipment associated with propulsion systems, such as clutches, are included in preventative maintenance systems and that they follow the manufacturer��s maintenance and inspection interval recommendations."
MAB2007.pdf,"Probable Cause The NTSB determines that the probable cause of the sinking of the fishing vessel Pacific 1 was the captain��s decision to remain at sea with continuous flooding in the lazarette from an undetermined source, which accelerated and eventually led to progressive flooding.      Maintenance and Operation of Bilge Alarms Automatic high-water bilge alarms are intended to provide crews with an early warning of vessel flooding. Manual detection often occurs only after rapid flooding is underway, leaving little time for mitigating action. In inaccessible spaces, or small spaces with limited means or ability to inspect underway (such as a fishing vessel��s stern compartment, or lazarette), bilge level-monitoring alarms are often the sole means to alert operators of space flooding. Operators should periodically test bilge high-water alarms and follow best marine practices and manufacturer recommendations for inspection and maintenance."
MAB2008.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact between the Rivers Wilson tow and the Norfolk Southern railway bridge was the pilot��s decision to navigate through a bridge that was poorly aligned with the channel with an unfamiliar towing vessel in high water and strong current.  High-current Navigation Seasonal, high current poses unique hazards for vessels working on and/or transiting inland rivers. Water flowing over normally exposed terrain and obstacles or man-made structures can change the expected current. Mariners should thoroughly assess the impact of high current on local hazards, such as jetties and bridges, and their effect on navigation."
MAB2009.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the downbound Chad Pregracke tow with pier 3 of the Old Highway 80 Bridge was the pilot��s misjudgment of the effects of the river current acting on the tow while navigating the bend before the bridge at Vicksburg in high-water conditions.
MAB2010.pdf,Probable Cause The NTSB determines that the probable cause of the grounding of the fishing vessel Freyja was the failure of the deckhand on watch to monitor the vessel��s track as a result of falling asleep due to an accumulated sleep deficit and the vessel owner��s lack of countermeasures to mitigate crewmember fatigue.
MAB2011.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of towing vessel St. Rita and tow with moored barges and subsequent sinking was the captain��s inexperience in executing a fleeting operation on a single headline in heavy river current conditions in close proximity to the head of a block.    Check Rides A check ride is a practical evaluation in which a new captain demonstrates proficiency and experience in a specific route and/or type of towing. Owners/operators of towing vessels should consider having a check ride for a captain that simulates scenarios that are comparable to the routes and operations in which the captain will be serving.
MAB2012.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the collision of the Dixie Vandal��s tow with the moored Trinity and tow was the fatigued pilot falling asleep near the end of his 12-hour watch while maneuvering in the Houston Ship Channel, resulting in the loss of control of the vessel. Contributing to the pilot��s fatigue was the extended length of duty through the night and early morning hours and his use of an over-the-counter antihistamine. Managing Crew Work/Rest Hours Companies should monitor the watch schedules of their crews to ensure that they are properly rested and afforded proper work/rest schedules. Crewmembers should be encouraged to request assistance from other crewmembers if they feel fatigued."
MAB2013.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the fishing vessel Ariel was the ignition of fuel leaking from the generator fuel supply line in the engine room. Contributing to the severity of the fire and the eventual loss of the vessel were the fixed-open inlets for the engine room ventilation, which allowed fire-extinguishing agent to escape and air to enter the space."
MAB2014.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the overpressurization and rupture of the 3P cargo tank aboard the Fairchem Filly during offloading was the vessel and terminal personnel involved not following policies and procedures related to cargo discharge and nitrogen-blanketing operations. Contributing to the casualty was the lack of effective communication between the vessel and terminal personnel and the decision of the vessel��s PIC to continue discharge operations after being unable to communicate with the terminal.
MAB2015.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the bulk carrier St. Clair was the ignition of combustible material in the vicinity of an engine room workshop likely due to the use of portable space heaters or smoldering smoking materials, which spread to other areas of the vessel. Contributing to the extent of the fire damage was the lack of operating procedures for continuous active monitoring of the vessel while in layup status."
MAB2016.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the Edna T. Gattle and tow��s contact with the Union Pacific Railway Bridge was the captain allowing the tow to proceed beyond a safe decision point without confirming the status of the bridge opening, given the high river current."
MAB2017.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact between the towing vessel DeJeanne Maria and a submerged dredge pipeline end was the last bathymetric survey not detecting the hazard, which had been brought to just below the surface due to an unsuccessful lift the day before."
MAB2019.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the containerships Marcliff and APL Guam was the Marcliff master��s attempt to pass between the APL Guam and the anchored Hansa Steinburg with insufficient safe maneuvering room. Contributing to the accident was a lack of communication between the Marcliff bridge team and the APL Guam pilot and bridge team to establish their maneuvering intentions.     Early Communication Between Bridge Teams Early communication can be an effective measure in averting close-quarters situations. The use of VHF radio can help to dispel assumptions and provide bridge teams with the information needed to better assess each vessel��s intentions.
MAB2020.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding and sinking of the recreational yacht Silver Lining was the vessel��s operator not properly determining the Silver Lining��s position approaching the west span of the Hood Canal Bridge from the south, resulting in damage and uncontrolled flooding after striking the charted Sisters underwater shoal."
MAB2021.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Dewey R��s lead barge with the south-side protection cell for the CSX Railroad Bridge was the pilot��s departure from the centerline of the channel as the tow approached the bridge without a forward look-out to monitor the transit.  Safe Transits Through Bridges Operators should exercise extreme caution when maneuvering through bridges and should consider assigning additional personnel to perform look-out duties and monitor the transit.
MAB2022.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the fishing vessels American Eagle and Koorale was both vessels�� captains and fishmasters not following international collision regulations or communicating to make arrangements while pursuing the same school of fish.
MAB2023.pdf,Probable Cause The National Transportation Safety Board determines that the probable cause of the tank vessel Dank Silver��s contact with the Sunshine Bridge was the pilot��s decision to turn the vessel off the dock instead of going upriver to gain sufficient steerageway to maneuver downriver through the bridge.
MAB2024.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the towing vessel Goose Creek��s tow, crane barge U1510, with the overhead powerlines was the tow��s captain not identifying the risk of raising the boom as the tow approached the powerlines due to the lack of company oversight, demonstrated by the company not implementing a towing safety management system or hiring a properly credentialed mariner to operate the vessel.    Navigation Assessments Regardless of requirements, planning and preparation before a tow commences is critically important, including the identification of charted authorized overhead vertical clearance along the route. Overhead powerlines pose a risk to vessels and tows with high air drafts. Owners and operators should develop voyage plans that assess operational risks and hazards, to include air draft relative to overhead powerlines and bridges along the intended route."
MAB2025.pdf,"Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Leviticus tow with the Plaquemine Point Shipyard was the captain��s decision to continue the training of an apprentice mate/steersman while navigating a challenging river bend downbound and meeting upbound traffic in high-water conditions.  Transiting Hazardous Areas When Trainees Operate Towing Vessels Trainers should have heightened attention when trainees are operating a vessel, especially during strong current conditions, navigating dangerous bends, transiting high-traffic areas, and other areas of known risk. When allowing trainees to operate under these circumstances, their experiences and skill levels should be considered. Captains should also encourage trainees to speak up at the earliest time of concern or any time when in doubt. Non-pertinent conversation and other distractions should be avoided."
